sample_index,dataset,model,draft_model,temperature,block_size,method,tree_budget,num_input_tokens,num_output_tokens,time_to_first_token_ms,time_per_output_token_ms,tokens_per_second,total_decode_time_seconds,decode_rounds,mean_acceptance_length,mean_matched_draft_tokens,mean_committed_tokens_per_round,full_block_acceptance,verifier_bonus_commit_rate,speedup_vs_baseline,matches_baseline,stage_commit_seconds,stage_draft_seconds,stage_tree_build_seconds,stage_tree_compile_seconds,stage_verify_seconds
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,baseline,,56,632,37.17484600019816,36.161935344937234,27.653387200140624,22.85434313800033,631,1,,,,,1.0,True,0.1551075249844871,0.0,0.0,0.0,22.59488956298992
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2,,56,629,37.069194000650896,10.58149639904719,94.50459200553573,6.655761235000682,124,5.064516129032258,4.064516129032258,5.064516129032258,0.3548387096774194,1,3.4174689459038547,False,0.06988071500200022,1.562636825008667,0.0,0.0,5.004851783996855
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb8,8,56,743,37.11158400074055,10.23284795558601,97.72450488273991,7.603006031000405,135,5.496296296296296,4.503703703703704,5.496296296296296,0.3111111111111111,0.9925925925925926,3.533907227185643,False,0.2707106219986599,1.8861311699929502,0.1005347470036213,0.03161826700124948,5.292259436997483
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb16,16,56,743,37.330269000449334,9.700367138626843,103.08888165871598,7.2073727839997455,128,5.796875,4.8046875,5.796875,0.4140625,0.9921875,3.7278934733243725,False,0.2568256629983807,1.7920952510066854,0.12574642498111643,0.029804425008478574,4.982137772001806
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb32,32,56,743,37.19082600036927,9.223902580080786,108.41398110161325,6.853359617000025,121,6.132231404958677,5.140495867768595,6.132231404958677,0.45454545454545453,0.9917355371900827,3.920459375083785,False,0.24462419700103055,1.6939638849908079,0.17458418200112646,0.028496170005382737,4.691527180009871
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb64,64,56,782,37.169686000197544,9.364055407928399,106.79133734656415,7.322691329000008,126,6.198412698412699,5.2063492063492065,6.198412698412699,0.48412698412698413,0.9920634920634921,3.8617814365258334,False,0.2558044580055139,1.7703153590027796,0.29937786699701974,0.029810398011250072,4.945325763996152
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb8,8,56,743,37.21284600032959,10.034552907132799,99.65566072098501,7.455672809999669,132,5.621212121212121,4.628787878787879,5.621212121212121,0.32575757575757575,0.9924242424242424,3.603741559749261,False,0.26516721201187465,1.845459682001092,0.11966291399949114,0.03074207099234627,5.173420307011838
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb16,16,56,629,37.10564500033797,9.167782634340227,109.07762976995652,5.766535277000003,102,6.1568627450980395,5.166666666666667,6.1568627450980395,0.47058823529411764,0.9901960784313726,3.944458195320168,False,0.20498904299165588,1.4270236930005922,0.1179894390024856,0.023862183996243402,3.9761251820036705
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb32,32,56,779,37.15548500076693,8.40601924261809,118.96237340619575,6.548288989999492,115,6.765217391304348,5.773913043478261,6.765217391304348,0.6,0.991304347826087,4.301909655595131,False,0.23206675500114216,1.614449851003883,0.1891586079964327,0.027012380000087433,4.466444126992428
0,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb64,64,56,686,37.149944999328,8.067592975218677,123.95270845612961,5.534368781000012,95,7.2105263157894735,6.221052631578948,7.2105263157894735,0.6842105263157895,0.9894736842105263,4.4823698290204135,False,0.19273312299628742,1.3274614270067104,0.24794961100269575,0.02232631800143281,3.7273709059918474
1,math500,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,baseline,,63,735,37.12039600031858,36.06725316870628,27.72598166326814,26.509431078999114,734,1,,,,,1.0,True,0.1796833720345603,0.0,0.0,0.0,26.20820608597205
