sample_index,dataset,model,draft_model,temperature,block_size,method,tree_budget,num_input_tokens,num_output_tokens,time_to_first_token_ms,time_per_output_token_ms,tokens_per_second,total_decode_time_seconds,decode_rounds,mean_acceptance_length,mean_matched_draft_tokens,mean_committed_tokens_per_round,full_block_acceptance,verifier_bonus_commit_rate,speedup_vs_baseline,matches_baseline,stage_commit_seconds,stage_draft_seconds,stage_tree_build_seconds,stage_tree_compile_seconds,stage_verify_seconds
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,baseline,,34,972,37.06733899889514,36.03314872016349,27.75222359183999,35.02422055599891,971,1,,,,,1.0,True,0.23748693399465992,0.0,0.0,0.0,34.626896735942864
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2,,34,743,36.86989400011953,25.47640445356756,39.25200676659716,18.928968509000697,352,2.1079545454545454,1.1107954545454546,2.1079545454545454,0,0.9971590909090909,1.4143733973856591,False,0.22863402400980704,4.427100415021414,0.0,0.0,14.221076916041056
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb8,8,34,766,37.16836099920329,23.71839561096666,42.1613677586873,18.16829103800046,322,2.375776397515528,1.3788819875776397,2.375776397515528,0,0.9968944099378882,1.5192068346942853,False,0.6389913519997208,4.485747945989715,0.2432306300433993,0.07558672502273112,12.67326114694879
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb16,16,34,915,37.21208299975842,21.033115527869167,47.54407394734205,19.245300708000286,341,2.6803519061583576,1.683284457478006,2.6803519061583576,0,0.9970674486803519,1.7131626873070263,False,0.6786192120234773,4.758426842025074,0.34788124997066916,0.08011768198412028,13.325083506035298
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb32,32,34,906,37.222651997581124,19.108284397352246,52.333321987742956,17.312105664001137,305,2.9672131147540983,1.9704918032786884,2.9672131147540983,0.003278688524590164,0.9967213114754099,1.8857343742045436,False,0.6082285379852692,4.255532138016861,0.475933777015598,0.07243178800490568,11.849156837008195
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_unary_k16_tb64,64,34,973,37.24048200092511,18.631727226103607,53.67188923842606,18.12867059099881,310,3.1354838709677417,2.138709677419355,3.1354838709677417,0.0032258064516129032,0.9967741935483871,1.9339671670203484,False,0.6208814970268577,4.343458650990215,0.8046582029819547,0.07398191798347398,12.231911714996386
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb8,8,34,943,37.19258099954459,21.60295823753992,46.28995663484081,20.371589618000144,359,2.6239554317548746,1.626740947075209,2.6239554317548746,0.002785515320334262,0.9972144846796658,1.6679728916731373,False,0.7128597999435442,5.01629075699384,0.3289512590308732,0.08439220099171507,14.171800976007944
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb16,16,34,938,37.304204000975005,20.179803497868054,49.55449641051497,18.928655681000237,334,2.805389221556886,1.8083832335329342,2.805389221556886,0.0029940119760479044,0.9970059880239521,1.7856045389128936,False,0.6633837469853461,4.667192010947474,0.39841607003472745,0.07849124400672736,13.06709828199746
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb32,32,34,775,37.297933999070665,18.72003820515895,53.418694397985554,14.508029608998186,254,3.047244094488189,2.0511811023622046,3.047244094488189,0,0.9960629921259843,1.9248437596795775,False,0.506359136023093,3.553397348001454,0.4439635130256647,0.06015184001807938,9.902007564003725
0,mt-bench,Qwen/Qwen3-4B,mgoin/Qwen3-4B-speculator.dflash2,0.0,8,dflash2_pairwise_k16_tb64,64,34,735,37.14729099738179,18.15015088299469,55.09596071385411,13.340360899001098,227,3.2334801762114536,2.237885462555066,3.2334801762114536,0,0.9955947136563876,1.9852809462825898,False,0.4545433050079737,3.1747593889958807,0.6467271749825159,0.05391990000134683,8.970810239028651
