sample_index,method_key,method,prompt_id,round_id,tree_budget,tree_node_count,tree_max_depth,matched_draft_tokens,committed_tokens_this_round,verifier_bonus_committed,draft_latency_ms,tree_build_latency_ms,tree_compile_latency_ms,target_verify_latency_ms,commit_latency_ms,total_round_latency_ms,nodes_at_depth_1,nodes_at_depth_2,nodes_at_depth_3,nodes_at_depth_4,nodes_at_depth_5,nodes_at_depth_6,nodes_at_depth_7
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,0,7,7,7,0,1,True,12.903456000003644,0.0,0.0,39.25473100025556,0.667655000142986,52.930643999843596,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,1,7,7,7,1,2,True,12.452086000394047,0.0,0.0,39.7969729997385,0.6602449998354132,53.002205999746366,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,2,7,7,7,2,3,True,12.506457000199589,0.0,0.0,39.69565199986391,0.6530639998345578,52.94918600020537,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,3,7,7,7,1,2,True,12.430305000179942,0.0,0.0,39.824984000006225,0.6552840000040305,53.002976999778184,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,4,7,7,7,3,4,True,12.431216000095446,0.0,0.0,39.11236700014342,0.6555039999511791,52.292871000190644,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,5,7,7,7,7,8,True,12.48812599988014,0.0,0.0,39.968836999833,0.4204100000606559,52.97179599983792,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,6,7,7,7,2,3,True,12.611657999968884,0.0,0.0,42.64117899992925,0.6661349998466903,56.01420600032725,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,7,7,7,7,2,3,True,17.52586299971881,0.0,0.0,40.62478200012265,0.8624399997643195,59.129777000180184,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,8,7,7,7,4,5,True,12.912545999824943,0.0,0.0,40.69564300016282,0.6820869998591661,54.385516999900574,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,9,7,7,7,1,2,True,12.846634999732487,0.0,0.0,40.553290999923775,0.672845000281086,54.16665299981105,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,10,7,7,7,7,8,True,12.490995999996812,0.0,0.0,40.847065999969345,0.4310289996283245,53.86197600000742,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,11,7,7,7,7,8,True,12.928556999668217,0.0,0.0,40.64072299979671,0.4276209997442493,54.092450999633,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,12,7,7,7,1,2,True,12.725691000014194,0.0,0.0,41.0013999999137,0.7043159998829651,54.52684100009719,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,13,7,7,7,3,4,True,12.674091000008048,0.0,0.0,40.76254500023424,0.7032959997559374,54.23579499984044,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,14,7,7,7,1,2,True,12.69509099984134,0.0,0.0,41.479182000330184,0.6991559998823504,54.972940999959974,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,15,7,7,7,1,2,True,14.076074000058725,0.0,0.0,41.974053000103595,0.7095670002854604,56.85598600030062,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,16,7,7,7,0,1,True,12.654590999773063,0.0,0.0,41.90462199994727,0.6628159999308991,55.317549999926996,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,17,7,7,7,0,1,True,12.561248000110936,0.0,0.0,40.29115499997715,0.6697560002066894,53.614652000305796,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,18,7,7,7,5,6,True,12.568979000207037,0.0,0.0,40.15258199979144,0.6540539998241002,53.47301699976015,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,19,7,7,7,7,8,True,12.550266999824089,0.0,0.0,40.085309999994934,0.4260390001036285,53.17452100007358,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,20,7,7,7,0,1,True,13.56681099969137,0.0,0.0,40.7722059999287,0.7713980003245524,55.20689700006187,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,21,7,7,7,0,1,True,12.929157000144187,0.0,0.0,41.260106999743584,0.7153659998948569,55.0005219997729,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,22,7,7,7,1,2,True,12.697550999746454,0.0,0.0,40.423388999897725,0.6786960002500564,53.893686999799684,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,23,7,7,7,1,2,True,12.612618999810365,0.0,0.0,40.09788900020794,0.645503999749053,53.45145699993736,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,24,7,7,7,4,5,True,12.511016999724234,0.0,0.0,39.8404039997331,0.6789660001231823,53.12939999976152,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,25,7,7,7,5,6,True,12.51150799998868,0.0,0.0,40.04240799986292,0.6572940001206007,53.30478299993047,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,26,7,7,7,2,3,True,12.551168000300095,0.0,0.0,39.92901700030416,0.6402039998647524,53.21466099985628,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,27,7,7,7,5,6,True,12.502377000146225,0.0,0.0,41.76763800023764,0.6671360001746507,55.03510299968184,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,28,7,7,7,0,1,True,12.932535999880201,0.0,0.0,40.02600800004075,0.6635349996031437,53.730142999938835,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,29,7,7,7,2,3,True,12.478416999783803,0.0,0.0,40.14101099983236,0.6592849999833561,53.37242399991737,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,30,7,7,7,7,8,True,12.701693000053638,0.0,0.0,43.31236300004093,0.4596700000547571,56.570777999695565,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,31,7,7,7,7,8,True,12.955998000052205,0.0,0.0,40.25425300005736,0.41256900021835463,53.737282999918534,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,32,7,7,7,7,8,True,13.373907999721268,0.0,0.0,40.62400200018601,0.4590010003084899,54.54924200012101,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,33,7,7,7,7,8,True,12.894036999568925,0.0,0.0,41.243476000090595,0.44285099966145935,54.67604499972367,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,34,7,7,7,6,7,True,12.750052999763284,0.0,0.0,41.23711700003696,0.7182360000115295,54.8090779998347,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,35,7,7,7,7,8,True,12.920956000016304,0.0,0.0,39.7898839996742,0.4175600001872226,53.25135200018849,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,36,7,7,7,7,8,True,12.531547999969916,0.0,0.0,39.39339399994424,0.4095009999218746,52.43072400025994,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,37,7,7,7,7,8,True,12.86768599993593,0.0,0.0,39.36614300027941,0.42578000011417316,52.752831000361766,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,38,7,7,7,7,8,True,18.066205000195623,0.0,0.0,58.46501199994236,0.42227900030411547,77.0512389999567,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,39,7,7,7,7,8,True,12.52510699987397,0.0,0.0,39.287181999952736,0.4115800002182368,52.31917999981306,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,40,7,7,7,7,8,True,12.542928000129905,0.0,0.0,38.93036299996311,0.4020890000902,51.97872299959272,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,41,7,7,7,7,8,True,12.513427000158117,0.0,0.0,38.84016099982546,0.39866900033302954,51.84707999978855,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,42,7,7,7,3,4,True,12.479095999879064,0.0,0.0,38.96331399982955,0.6358349996844481,52.172688000155176,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,43,7,7,7,0,1,True,12.609989999873505,0.0,0.0,39.67408100015746,0.65168499986612,53.05127799965703,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,44,7,7,7,1,2,True,12.448916000266763,0.0,0.0,39.91761699990093,0.6686860001536843,53.13157000000501,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,45,7,7,7,7,8,True,12.416685000061989,0.0,0.0,39.77869300024395,0.3963379999731842,52.68398899988824,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,46,7,7,7,2,3,True,12.483718000112276,0.0,0.0,39.801633000024594,0.6549859999722685,53.039438000269,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,47,7,7,7,5,6,True,13.375356999858923,0.0,0.0,40.58171200040306,0.7643879998795455,54.820828000174515,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,48,7,7,7,7,8,True,12.926306000281329,0.0,0.0,40.309286000137945,0.5050609997852007,53.87841799984017,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,49,7,7,7,7,8,True,13.101920999815775,0.0,0.0,39.97682699991856,0.4222399998070614,53.59734000012395,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,50,7,7,7,7,8,True,12.608519999957934,0.0,0.0,39.18124900019393,0.40453000019624596,52.28900100019018,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,51,7,7,7,6,7,True,12.513557000147557,0.0,0.0,39.157197999884374,0.6801049999012321,52.443654000398965,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,52,7,7,7,2,3,True,12.571398000090994,0.0,0.0,40.38567699990381,0.6800450000810088,53.73502299971733,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,53,7,7,7,4,5,True,12.707922000117833,0.0,0.0,49.11478700023508,0.9360409999317199,62.85966300038126,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,54,7,7,7,3,4,True,16.452207999918755,0.0,0.0,52.99593700010519,0.9264810000786383,70.48499899974559,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,55,7,7,7,7,8,True,13.636974000291957,0.0,0.0,40.8655579999504,0.40438999985781265,55.011781999837694,1,1,1,1,1,1,1
0,dflash2,dflash2_greedy,gsm8k:selected:0:turn-0:cbccfbeeb182,56,7,7,7,7,8,True,12.782853999851795,0.0,0.0,41.56512400004431,0.4085490004399617,54.852319000019634,1,1,1,1,1,1,1
